id_question,thème,question,choix,réponse_initiale,réponse_validée,statut,référence_document,référence_section_page,explication_courte,remarque_pédagogique
BANK-364,Instructeur,Quel est le but de contrôle de vitesse ?,,- faciliter le contrôle radar - réduire les besoins en guidage radar Question VII :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-365,Instructeur,Quelles sont les dispositions que doit prendre un contrôleur en cas de panne du système radar ?,,"- Marquer les positions de tous les aéronefs identifiés - Travailler en collaboration avec le contrôleur non radar (si disponible) pour établir l’espacement aux procédures. - Si un autre contrôleur assure le contrôle aux procédures (non radar), lui demander de prendre en charge le contrôle du trafic - Donner des instructions aux aéronefs de changer sur la fréquence appropriée - Aviser les organes ATS adjacents de retourner aux procédures et à la séparation non radar Question VIII :",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-366,Instructeur,Quelles sont les actions du contrôleur lorsque un aéronef signale être égaré sur la fréquence mais il n’est pas visible sur l’affichage radar ?,,- donner les instructions au pilote d’afficher 7700 - donner les instructions au pilote de monter si possible pour une réception radar - vérifier si les organes du contrôle radar adjacents détectent l’aéronef affichant 7700 dans leur espace aérien - transférer les communications seulement lorsqu’un traitement efficace sera fourni par une autre position de contrôle. Question IX :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-367,Instructeur,"Lorsque le pilote signale une panne moteur, quelles sont les actions du contrôleur ?",,- identifier et informer le pilote de l’aérodrome le plus proche - fournir un guidage de navigation - marquer la position de l’aéronef sur l’affichage radar. Question X :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-368,Instructeur,Quelle la définition des abréviations suivantes ? CTOT – CFMU – SRM - CEU,,CTOT : calculated take off time CFMU : central flow management SRM : slot revision message CEU : central executive unit Question XI :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-369,Instructeur,Quelles sont les deux principales composantes des systèmes automatisés de poursuite radar ?,,- RDP : dispositif de traitement des données radar qui fournit les informations radar à partir de l’antenne. - FDP : dispositif de traitement des données de vol qui fournit les informations concernant les plans de vol de l’aéronef. Question XII :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-370,Instructeur,Quelles sont les phases de la régulation du trafic aérien ?,,- planification stratégique - planification prétactique - planification tactique Question XIII :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-371,Instructeur,Quand est ce qu’une autorisation VMC peut être délivrée ?,,Une autorisation VMC ne peut être délivrée : - qu’à la demande du pilote - que le jour - que pour une partie déterminée du vol - qu’à l’intérieur d’un espace aérien contrôlé de lasse D ou E - ne peut etre délivrée à un aéronef pour effectuée une procédure d’approche Question XIV :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-372,Instructeur,Quelles sont les assistances aux aéronefs VFR durant le mauvais temps ?,,Etape 1 :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-373,Instructeur,Est-ce que le pilote est qualifié IFR ou capable de poursuivre son vol en IFR? Si oui... Demander au pilote de déposer un plan de vol IFR puis fournir l’autorisation de contrôle jusqu’à l’aérodrome de destination. Si non (ou le pilote refuse de déposer) … passer à l’étape 2.,,,,Référence manquante,use de déposer) … passer à l’étape 2.,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-374,Instructeur,Quelle est la teneur du message de coordination ?,,- Indicatif de l’aéronef - Type d’aéronef - Aérodrome de départ - Niveau de vol - Indication du point de transfert - Heure estimée d’arrivée Question XVI : Quelle est la tolérance du CTOT Réponse : 5 minutes /+ 10 minutes Question XVII :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-375,Instructeur,Quel est le contenu d’une autorisation de contrôle ?,,Question XVIII : Quelles sont les raisons qui peuvent empêcher un aéronef de transmettre des informations d’altitude Réponse : - Le mode C défectueux. - Le pilote a éteint accidentellement le mode C. - L’aéronef n’est pas équipé de transpondeur mode C. Question XIX :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-376,Instructeur,"Lors d’une de communication bilatérale avec un aéronef équipé de transpondeur, comment le contrôleur peut-il savoir que le récepteur de l’aéronef est encore opérationnel ?",,En demandant à l’aéronef : - d’activer le dispositif SPI du transpondeur - de transmettre ; si vous recevez transpondeur Ident ou changer le code - d’accuser réception en exécutant une manœuvre spécifiée Question XX :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-377,Instructeur,Quelle est l’objectif de l’ATFM ?,,"L’objectif de l’ATFM est de contribuer à un écoulement sur, ordonné et rapide du trafic aérien en assurant que la capacité ATC soit utilisée au maximum et le volume ne dépasse jamais cette capacité Question XXII :",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-378,Instructeur,Quelles sont les conditions de déroulement d’un aéronef en vol VFR ?,,Plafond 450m Visibilité 5km Question XXIII :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-379,Instructeur,Quels sont les avions qui peuvent bénéficier des services de la C.A assurés sur des routes RNAV ?,,Seuls les avions qui ont reçu une certification de navigabilité homologation opérationnelle Question XXIV :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-380,Instructeur,Dans quel cas l’espacement vertical ou horizontal ne sera pas assuré entre les aéronefs en vol IFR contrôlé ?,,Pendant les heures du jour lorsque des aéronefs ont été autorisé à monter ou à déscendre en assurant leur propre séparation et en demeurant dans des conditions météorologiques de vol à vue Question XXV :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-381,Instructeur,Le service d’alerte est assuré pour quel aéronef ?,,le service d’alerte est assuré : - à tous les aéronefs aux quels est assuré le service de contrôle de la circulation aérien. - Dans la mesure du possible à tous les autres aéronefs pour les quels un plan de vol a été déposé ou dont la présence est connue des services de la circulation aérienne. - A tout aéronef que l’on sait ou que l’on croit être l’objet d’une intervention illicite. Question XXVI:,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-382,Instructeur,Quel est l’objectif de l’IFPS ?,,"L’IFPS est un élement essentiel de la procédure de dépôt des plans de vol aux fins de la gestion de trafic aérien, il est nécessaire à l’exploitation de la CFMU Question XXVII : Quelles sont les précautions à prendre pour assurer l’espacement longitudinal entre les aéronefs supersoniques Réponse : La séparation longitudinale à assurer entre les avions supersonique au cours des phases d’accélération tronsonique et de vol supersonique devrait normalement être établie en fixant de façon appropriée l’heure de début de l’accélération tronsonique et non en imposant des restrictions de vitesse de vol supersonique Question XXVIII : Quelle est la teneur du RPL ? Réponse : Le RPL comprend les renseign",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-383,Instructeur,Quel est le contenu du message de coordination ?,,- Indicatif de l’aéronef - Type d’aéronef - Aérodrome de départ - Niveau de vol - Indication du point de transfert - Heure estimée d’arrivée Question XXX :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-384,Instructeur,Quant peut-on appliquer les intervalles de séparation supérieurs au minimum spécifié ?,,"Pendant la turbulence, la descente forcée et en cas d’urgence Question XXXIII:",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-385,Instructeur,Quels sont les délais de déclenchement des phases d’urgence pour un vol IFR évoluant dans une AWY ou une TMA ? ?,,| Phases d’urgences | INCERFA | ALERFA | DETRESFA | | --- | --- | --- | --- | | Avions à Réaction et Turbopropulseur | h +10 | h+20 | h+30 | | Avions à Hélice | h+15 | h+30 | h+45 | h : Heure ou un compte rendu de position aurait dû être reçu. Question XXXIV:,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-386,Instructeur,Que savez vous sur l’autorisation VMC ?,,L’autorisation VMC est une autorisation complémentaire accordée à un aéronef en vol IFR lui permettant en VMC de s’affranchir des espacements réglementaires vis-à-vis de tous les autres aéronefs en vol IFR et d’assurer visuellement sa propre séparation par rapport à ceux-ci Question XXXV:,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-387,Instructeur,Quelle est la teneur d’une autorisation ?,,- identification de l’aéronef - niveau de vol tout ou partie de la route - route - limite de l’autorisation - autres renseignements ou instructions nécessaires Question XXXVI:,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-388,Instructeur,Pour quel type d’aéronef est assuré le service d’alerte ?,,le service d’alerte est assuré : - à tous les aéronefs aux quels est assuré le service de contrôle de la circulation aérien. - Dans la mesure du possible à tous les autres aéronefs pour les quels un plan de vol a été déposé ou dont la présence est connue des services de la circulation aérienne. - A tout aéronef que l’on sait ou que l’on croit être l’objet d’une intervention illicite. Questions (Benjeddour) Question I :,,À confirmer,MANEX CCR toutes; DOC4444 toutes; Manuel RVSM toutes,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-389,Instructeur,Quel est le minimum de séparation verticale exigé entre les limites verticales des zones à statut particulier et les aéronefs opérant dans l’espace aérien RVSM ?,,Le minimum de séparation verticale exigé est de 2000 pieds Question V :,,Référence manquante,Manuel RVSM CR CNR,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-390,Instructeur,Que signifie altitude minimale de vol ?,,Des altitudes minimales de vol seront déterminées et promulguées par chaque état contractant pour chaque route ATS et région de contrôle au dessus de son territoire. Les altitudes minimales de vol ainsi déterminées assureront une marge minimale de franchissement pour l’obstacle déterminant situé dans les régions considérées Questions (El Khou) Question I :,,À confirmer,DOC4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-391,Instructeur,Dans quelles conditions le PSR et le SSR peuvent êtres utilisés seuls ou en combinaison pour assurer les services de la C.A y compris les séparations entre aéronefs ?,,"Le PSR radar primaire de surveillance et le SSR radar secondaire de surveillance peuvent êtres utilisés seuls ou en combinaison pour assurer les services de la C.A y compris les séparations entre aéronefs à condition : - Que la couverture assurée dans la région soit fiable - Que la probabilité de détection, la précision et l’intégrité offerte par les systèmes radar soient satisfaisantes Question II :",,À confirmer,DOC4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-392,Instructeur,Quelles sont les procédures d’identification au radar secondaire ?,,- Reconnaissance de l’identification d’aéronef dans une étiquette radar (corrélation) - Reconnaissance d’un code discret assigné dont le réglage a été vérifié dans une étiquette radar - Reconnaissance directe de l’identification d’aéronef dans une étiquette radar dans le cas des aéronefs équipés de mode S - Transfert d’identification radar - Observation de l’exécution d’une instruction d’emploi d’un code spécifié - Observation de l’exécution d’une instruction d’emploi de la fonction IDENT Question III :,,À confirmer,DOC4444; DOC4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-393,Instructeur,Quand est ce qu’un ATC considére qu’un aéronef maintien un niveau de vol ?,,On considère qu’un aéronef maintient le niveau de vol qui lui a été assigné tant que l’indication de niveau obtenue en mode C du SSR se situe dans une marge de plus au moins 300 pieds par rapport au niveau assigné Questions pour différentes qualifications,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-394,Instructeur,Quelles sont les limites verticales de la GMD25 et les mesures à prendre en cas de son activité?,,"FL460/msl; en cas d'activité les tronçons NIRAL→ ADUBI et AMSEL → OSTED ne sont pas utilisés. (AIP) - Définissez les limites verticales des TMA1 et TMA2 d'Agadir , les classes dans lesquelles elles sont désignées et les organismes qui sont chargés de la fourniture des services ATS dans chacune d'elles.",,À confirmer,"AIP Maroc eAIP ENR, WEF 11-JUN-2026",ENR 3.1/3.2 ou ENR 5.1 selon route/zone,"L’AIP ENR correspondant est disponible, mais les routes/zones doivent être vérifiées manuellement ligne par ligne.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-395,Instructeur,"Dans une FIR donnée, quels sont les bénéficiaires du service du contrôle de la circulation aérienne?","tous les vols IFR dans les espaces aériens des classes A, B, C, D et E; | tous les vols VFR dans les espaces aériens des classes B, C, et D. | tous les vols VFR spéciaux. | l'ensemble de la circulation d'aérodrome aux aérodromes contrôlés.","a) tous les vols IFR dans les espaces aériens des classes A, B, C, D et E; b) tous les vols VFR dans les espaces aériens des classes B, C, et D. c) tous les vols VFR spéciaux. d) l'ensemble de la circulation d'aérodrome aux aérodromes contrôlés. (Annexe11, 3.1)",,Doublon à fusionner,Annexe11,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Doublon probable de BANK-324. À fusionner ou conserver selon qualification ciblée.
BANK-396,Instructeur,Quels sont les bénéficiaires du service du contrôle de la circulation aérienne dans la FIR Casablanca?,"tous les vols IFR dans les espaces des classes A, D et E; | tous les vols VFR dans les espaces de classe D; | à l'ensemble de la circulation d'aérodrome pour les aérodromes contrôlés. (AIP). | le but d'une autorisation est d'assurer le service du contrôle de la circulation aérienne. | une autorisation de la C.A comporte; | en cas de forte turbulence;","a) tous les vols IFR dans les espaces des classes A, D et E; b) tous les vols VFR dans les espaces de classe D; c) à l'ensemble de la circulation d'aérodrome pour les aérodromes contrôlés. (AIP). - Citez le but et la teneur d'une autorisation du contrôle de la circulation aérienne. Réponse: a) le but d'une autorisation est d'assurer le service du contrôle de la circulation aérienne. b) une autorisation de la C.A comporte; - l'identification de l'aéronef indiquée dans le plan de vol; - la limite d'autorisation; la route; - les niveaux de vol pour la totalité ou pour les différentes parties de la route. (Annexe11, 3.7.1.) - Dans quels cas des intervalles de séparation supérieurs aux minimums s",,Doublon à fusionner,Annexe11; Doc 4444; DOC4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Doublon probable de BANK-325. À fusionner ou conserver selon qualification ciblée.
BANK-397,Instructeur,Quelles sont les dispositions à prendre en cas d’arrivée de la navette spaciale NASA sur l’aérodrome de Ben Guerrir ? b,,"- Interdiction de survol à toute altitude de la zone visualisée sur l’écran ou sur l’affichage - fermeture des tronçons de route RUR72, BUB11 et UN869 respectivement entre les points CSD-MAK, PELIN-MAK et BIBAD intersection axe UN869 limite sud secteur SUD TMA2 Casablanca - ADM Question VII :",,À confirmer,DOC4444 15.5 toutes,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-398,Instructeur,Quels sont les six modes de transpondeur utilisés par les avions à travers le monde ?,,Trois modes utilisés par les avions civiles qui sont - Mode A - Mode C - Mode S Trois modes utilisés par les avions militaires - Mode 1 - Mode 2 - Mode 3 Question III : Que signifie l’abréviation SPI Réponse : SPI signifie (Special Position Identification) c’est une impulsion spéciale d’identification qui est une fonction du transpondeur utilisée pour l’identification rapide d’un aéronef affichant un transpondeur déjà un code. Le pilote appuie sur un bouton de contrôle sur le transpondeur et un signal spécial est transmis pendant 15 secondes. Question IV :,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-399,Instructeur,Quelles sont les exigences pour le guidage radar ?,,"Avant le guidage radar, les contrôleurs doivent assurer - La séparation des espaces aériens adjacents - MVA (marge de franchissement des obstacles et du terrain - Une couverture radar adéquate Question V :",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-400,Instructeur,Quelles sont les procédures d’identification radar ?,,Il y a 4 procédures d’identification des plots radar primaire ou secondaire ; - Identification au départ - Identification par corrélation - Identification par changement de cap - Identification par triangulation radiogoniométrique Espace aérien,,À confirmer,"AIP Maroc eAIP ENR, WEF 11-JUN-2026",Section ENR à préciser,"L’AIP Maroc est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-401,Instructeur,Citez les zones militaires dangereuses de Marrakech et quelles sont leurs limites verticales ?,,| GMD16 | F195 GND | | --- | --- | | GMD17 | F195 GND | | GMD18 | F090 GND | | GMD19 | F195 GND | | GMD20 | F195 GND | RVSM Question IX : Quels sont les points d’entrée et de sortie RVSM dans la FIR de Casablanca Réponse : Les points d’entrée et de sortie RVSM dans la FIR de Casablanca sont : - ORSUP : situé sur la route aérienne UA411 entre la FIR de Casablanca et celle d’Alger - ECHED : situé sur la route aérienne UR975 entre la FIR de Casablanca et celle de DAKAR - BULIS : situé sur la route aérienne UR977G et UM372 entre la FIR de Casablanca et celle de DAKAR. CNCSA Le 21/01/2006. Les questions théoriques établies par les instructeurs de l’équipe C conformément à la note N°……….du…..…sign,,À confirmer,"AIP Maroc eAIP ENR, WEF 11-JUN-2026",Section ENR à préciser,"L’AIP Maroc est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-402,Instructeur,Question : quelles sont les points de transfert entre l’APP Mohammed V et le CCR pour les Aéronefs au départ des pistes 35R/L et 17R/L ? -Réponse :,,"Les points de transfert de contrôle des aéronefs au départ de Med V ou CASA-ANFA sont : - pour la piste35 R/L BISMI, GOVAS, TADOX, CSD, RALEK, ODAXA AGDAL, ESALA. - pour la piste 17 R/L BISMI, GOVAS, TADOX, CSD, RALEK, ODAXA AGDAL, ESALA. Il peut être dérogé à ces dispositions après coordination et accord entre les deux organismes ATS. LETTRE D’ACCORD-CCR CASABLANCA ET APP AGADIR-AL MASSIRA- Message de coordination: -Question : quel est le contenu du message de coordination transmis par le CCR à l’APP AGADIR-AL MASSIRA ? PCNR CNR -Réponse : Le message de coordination transmis par le CCR contiendra les renseignements suivants : - L’indicatif de l’aéronef. - Type de l’aéronef. - Aérodromes de ",,À confirmer,Annexe 11 OACI,"Annexe 11, définitions / chapitres 2-5 selon question","L’Annexe 11 est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-403,Instructeur,Question : quels sont les renseignements fournis aux aéronefs par le service d’information de vol ? -Réponse :,,"Les renseignements fournis par le service d’information de vol comprennent en particulier des informations sur : - les conditions météorologiques pouvant affecter la sécurité (SIGMET par exemple) ; - l’état de fonctionnement des aides à la navigation ; - l’état des aérodromes et des installations et services connexes, y compris l’état des aires de mouvement ; - le dégagement dans l’atmosphère de matières radioactives ou de produits chimiques toxiques ; - les ballons libres non habités ; - tout autre renseignement susceptible d’affecter la sécurité aérienne. Le Service d’alerte.",,À confirmer,Annexe 11 OACI,"Annexe 11, définitions / chapitres 2-5 selon question","L’Annexe 11 est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-404,Instructeur,Question : quelles sont les dispositions à prendre par le pilote une fois qu’il a reçu une autorisation VMC ? -Réponse :,,"Une autorisation VMC ne dispense pas le pilote de se conformer aux règles de vol aux instruments. Lorsqu’il a reçu une autorisation VMC, le pilote : Assume la responsabilité d’éviter les abordages avec les autres aéronefs : les renseignements fournis alors par le contrôleur sur la circulation essentielle sont destinés à l’aider au mieux à éviter les abordages. Doit informer le contrôleur dès qu’il observe une aggravation des conditions météorologiques susceptibles de l’empêcher de poursuivre son vol en VMC et doit obtenir une autorisation complémentaire avant de voler en IMC. Emploi du radar REF : - AIP (RAC) . - Annexe 11. -Doc. 4444. -Doc. 9426.",,À confirmer,Annexe 11 OACI,"Annexe 11, définitions / chapitres 2-5 selon question","L’Annexe 11 est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-405,Instructeur,Question : Quelles sont les Fonctions du radar ? -Réponse : les fonctions du RADAR sont :,,les fonctions du RADAR sont : 1- Surveillance radar. La surveillance radar consiste à utiliser le radar pour mieux connaître la position des aéronefs. 2- Assistance radar. L’assistance radar consiste à utiliser le radar pour fournir aux aéronefs des renseignements sur leur position ou sur les écarts par rapport à leur route. 2- Le guidage radar. Le guidage radar consiste à utiliser le radar pour fournir aux aéronefs des caps spécifiés leur permettant de suivre la trajectoire désirée. -Question : Quelles sont les séries de codes SSR utilisées dans la FIR Casablanca pour : - les vols internationaux partant de la FIR CASABLANCA - les vols survolant ou à destination de la FIR Casablanca - les vo,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-406,Instructeur,Cités certaines Cas pouvant correspondre à un état d'urgence pour un aéronef en vol ? - Feu à bord. - Dommage de structure. - Ennuis mécaniques graves.,,,,À confirmer,"AIP Maroc eAIP ENR, WEF 11-JUN-2026",Section ENR à préciser,"L’AIP Maroc est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-407,Instructeur,UR977F et UR722 de / ou vers BULIS ? -UA411 de ou vers ORSUP ?,,Pour la route UR 975 DE OU VERS ECHED le point c’est MOROX. Pour la route UR977F le point c’est KUVEL et pour la route UR722 le point c’est DIVUX DE OU VERS BULIS. Pour la route UA411 DE OU VER ORSUP le point c’est SOVAL RVSM,,Référence manquante,DOC9574-AN/934.,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-408,Instructeur,Question toutes: Que signifient les mentions portées dans les cases d’un plan de vol ? - Lettre M dans la case 8 du FPL,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-409,Instructeur,Qu est ce qu un aérodrome de dégagement en route ETOPS ?,,ETOPS: Extended Twin Operations; Aérodrome de dégagement accessible et approprie ou un avion en vol ETOPS peut atterrir si un arrêt de moteur ou une autre anomalie ou urgence se produit en route.,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-410,Instructeur,Définir les différentes phases d’alertes ? Phase d’incertitude ?,,chap 1. Définitions ; DOC 4444 ; page 1 7,,À confirmer,DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-411,Instructeur,Definir: un CPL; un RPL; un FPL?,,chap1 Définition. DOC 4444 ; page 18,,À confirmer,DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-412,Instructeur,Donner la définition de la RVR?,,chap1. Définition DOC 4444 ; page 18. - Définir : AIRMET et SIGMET ? Réponse : chap 1. Définition DOC4444 page 19 et 110. - Donner la définition d’un ACAS (système anticollision embarqué) . Réponse : chap 1. Définition DOC4444 page 111.,,À confirmer,DOC 4444; DOC4444; DOC4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-413,Instructeur,Qu’est ce qu’un type de RNP ?,,chap 1. Définition DOC4444 page 111,,À confirmer,DOC4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-414,Instructeur,Qu’est ce qu’un vol spécial ?,,chap 1. Définition DOC4444 ;page 112,,À confirmer,DOC4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-415,Instructeur,Quels sont les facteurs à prendre en compte pour évaluer la capacité d’un secteur ?,,chap. 3 DOC4444 ; paragraphe 3-1-2 ; page 3-1.,,À confirmer,DOC4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-416,Instructeur,Quelles sont les phases de l’ATFCM ?,,chap. 3 ; DOC 4444 ; paragraphe 3-2-2 ; page 3-2.,,À confirmer,DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
